기업명,설립연차_지울거,기업규모,설립연도,업종,본사_주소,최저_연봉,최고_연봉,평균_연봉,년도,
(주)나노텍,업력 28년차,중소기업,1998년 7월 24일 설립,기기용 자동측정 및 제어장치 제조업,경기 용인시 수지구 대지로 261-1,,,,1998년,
티씨엔코리아(주),업력 13년차,중소기업,2013년 8월 30일 설립,기타 가공식품 도매업,"서울 중구 동호로 336, 1201호 (쌍림동,한림빌딩)","3,231만원","6,655만원","5,639만원",2013년,
(주)넥스트챕터,,중소기업,2021년 04월 21일,"전자상거래 소매업","서울 성동구 성수일로 (서울 성동구 성수1가2동)",,,,2021년,
(주)포토위젯,업력 6년차,중소기업,2020년 9월 29일 설립,응용 소프트웨어 개발 및 공급업,"대전 서구 둔산대로117번길 66, 12층 1202-110호 (만년동,골드타워)","3,470만원","7,848만원","6,612만원",2020년,
숙명여자대학교,업력 120년차,기타,1906년 5월 22일 설립,초중고·대학,서울 용산구 청파로47길 100,"1,659만원","4,159만원","2,282만원",1906년,
(주)디핑컴퍼니,업력 5년차,중소기업,2021년 5월 17일 설립,응용 소프트웨어 개발 및 공급업,"서울 성동구 뚝섬로13길 38, 6층 (성수동2가,상상플래닛)","2,659만원","5,690만원","4,131만원",2021년,
(주)라이브나우,,중소기업,2021년 04월 16일,"그 외 기타 식료품 제조업","서울 서초구 강남대로105길 (서울 서초구 잠원동)",,,,2021년,
(주)씨앤에이코리아,업력 14년차,중소기업,2012년 11월 16일 설립,고용 알선업,"서울 강남구 강남대로 320, 1403호",,,,2012년,
(주)앰비션플랜,업력 6년차,중소기업,2020년 12월 7일 설립,광고·홍보·전시,서울 서초구 논현로 173 2층,"2,777만원","5,921만원","4,473만원",2020년,
케이지에이에셋(주),업력 17년차,대기업,2009년 6월 10일 설립,보험 대리 및 중개업,"서울 강남구 역삼로 114, 2층 (역삼동,현죽빌딩)","2,473만원","5,359만원","3,490만원",2009년,
에스지티,,중소기업,2016년 04월 15일,건강보조식품 소매업,"경기 용인시 기흥구 공세로 150-29, 테라스가든 B01-K91호",,,,2016년,
아이디어메이커,,중소기업,2020년 04월 13일,광고·홍보·전시,인천 남동구 은청로 18 (주)남동상공센타,,,,2020년,
한국인터텍테스팅서비스(주),업력 32년차,중견기업,1994년 2월 8일 설립,물질성분 검사 및 분석업,"서울 성동구 아차산로5길 7, 1층 (성수동2가,아주디지털타워)",,,,1994년,
(주)라온글로벌,,중소기업,2023년 02월 20일,상품 종합 도매업,"서울 금천구 가산디지털1로 33-33, 7층 706호",,,,2023년,
(주)오션스미디어,,중소기업,2018년 10월 25일,"광고 영화 및 비디오물 제작업","서울 강서구 양천로 (서울 강서구 등촌1동)",,,,2018년,
(주)블랑커뮤니케이션,,중소기업,2022년 09월 16일,"광고 대행업","서울 강남구 도산대로81길 (서울 강남구 청담동)","3,136만원","6,613만원","5,502만원",2022년,
(주)온누리아이코리아,,중소기업,2018년 10월 16일,전자상거래 소매업,서울 강남구 테헤란로4길 37,,,,2018년,
(주)큐레이터스,업력 3년차,중소기업,2023년 4월 4일 설립,기타 비알코올 음료 제조업,"서울 구로구 디지털로29길 38, 201-에이50호 (구로동,에이스테크노타워3차)","2,591만원","5,790만원","3,882만원",2023년,
(주)심플플래닛,업력 5년차,중소기업,2021년 4월 9일 설립,"물리, 화학 및 생물학 연구개발업","서울 성동구 상원12길 34, 808호 (성수동1가,서울숲에이원센터)","3,596만원","7,695만원","6,438만원",2021년,
(주)아람피앤피,업력 3년차,중소기업,2023년 10월 16일 설립,그 외 기타 종이 및 판지 제품 제조업,"경기 파주시 오도로 140, 2동","3,319만원","6,318만원","5,437만원",2023년,
더블루그라운드코리아(주),,중소기업,2024년 07월 16일,솔루션·SI·ERP·CRM,서울 중구 세종대로21길 22 태성빌딩,,,,2024년,
(주)놀유니버스,,중소기업,2022년 04월 01일,"전자상거래 소매업","경기 성남시 수정구 금토로 (경기 성남시 수정구 금토동)",,,,2022년,
모던블링,,중소기업,2020년 12월 10일,전자상거래 소매업,"경기 용인시 기흥구 동백중앙로 (경기 용인시 기흥구 중동)",,,,2020년,
(주)나아바코리아,업력 8년차,중소기업,2018년 1월 16일 설립,기타 산업용 기계 및 장비 임대업,"경기 군포시 공단로 148, 5층","2,586만원","5,484만원","4,019만원",2018년,
(주)에브리세컨드,업력 4년차,중소기업,2022년 10월 18일 설립,인물사진 및 행사용 영상 촬영업,"서울 성동구 뚝섬로1길 25, 508호 (성수동1가,서울숲한라에코밸리)","3,098만원","6,127만원","4,954만원",2022년,
(주)대웅제약,,중견기업,2002년 10월 01일,"합성의약품 및 기타 완제 의약품 제조업","경기 화성시 향남읍 제약공단4길 (경기 화성시 향남읍)","3,763만원","8,559만원","7,342만원",2002년,
(주)제너럴크리에이션,,중소기업,2022년 06월 29일,응용 소프트웨어 개발 및 공급업,"서울 성동구 성수이로18길 31, 602호 (성수동2가,풍림테크원)","2,786만원","5,901만원","4,100만원",2022년,
(주)헤렌,,중소기업,2016년 09월 09일,"광고 대행업","서울 성동구 성수일로8길 (서울 성동구 성수2가3동)","2,907만원","6,598만원","4,873만원",2016년,
(주)황금에스티,업력 40년차,중견기업,1986년 8월 25일 설립,기타 1차 비철금속 제조업,"경기 안산시 단원구 엠티브이1로 25, (주)황금에스티","2,948만원","6,487만원","4,903만원",1986년,
띵커 (thinker),업력 6년차,중소기업,2020년 10월 19일 설립,광고·홍보·전시,서울 강서구 마곡중앙6로 21 이너매스마곡Ⅰ,,,,2020년,
(주)우주일렉트로닉스,업력 27년차,대기업,1999년 8월 16일 설립,전기회로 접속장치 제조업,"경기 수원시 영통구 대학3로 (경기 수원시 영통구 이의동)","3,137만원","7,007만원","5,540만원",1999년,
(주)지아이엠에스오,,중소기업,2024년 01월 16일,"기타 여행 보조 및 예약 서비스업","서울 강남구 도산대로8길 (서울 강남구 논현1동)",,,,2024년,
(주)매치스플랜,업력 2년차,중소기업,2024년 6월 20일 설립,포털 및 기타 인터넷 정보매개 서비스업,"서울 마포구 독막로28길 10, 109동 상가 비101-290호 (신수동,밤섬경남아너스빌)",,,,2024년,
캥스터즈(주),업력 6년차,중소기업,2020년 6월 25일 설립,그 외 기타 분류 안된 금속 가공 제품 제조업,"경기 성남시 수정구 대왕판교로 815, 736호 (시흥동,판교창조경제밸리)","2,853만원","5,911만원","4,349만원",2020년,
(주)에스제이그룹,업력 18년차,중소기업,2008년 3월 10일 설립,가방 및 기타 보호용 케이스 제조업,"서울 강남구 도곡로 156 (도곡동,에스제이빌딩)","3,245만원","7,335만원","5,644만원",2008년,
주식회사 텐스 (TENSE Corp.),,중소기업,2022년 12월 07일,"화장품 제조업","서울 강남구 강남대로152길 (서울 강남구 신사동)",,,,2022년,
몽고식품(주),,중소기업,1987년 02월 13일,"장류 제조업","경남 창원시 마산합포구 3.15대로 (경남 창원시 마산합포구 자산동)",,,,1987년,
오가닉비즈니스(주),,중소기업,2022년 09월 16일,"방송 프로그램 제작업","서울 구로구 디지털로 (서울 구로구 구로3동)",,,,2022년,
디엔에이제닉스,,중소기업,2022년 06월 15일,"물리, 화학 및 생물학 연구개발업","경기 성남시 중원구 사기막골로 (경기 성남시 중원구 상대원1동)",,,,2022년,
(주)오르카랩,업력 4년차,중소기업,2022년 9월 22일 설립,그 외 기타 분류 안된 화학제품 제조업,"서울 성동구 성수이로24길 38, 604호","2,446만원","5,179만원","3,034만원",2022년,
위봄마케팅,,중소기업,2024년 1월 3일 설립,광고·홍보·전시,서울 금천구 가산디지털1로 181 가산 더블유센터,,,,2024년,
(주)아이케이오,업력 7년차,중소기업,2019년 12월 26일 설립,"광고 대행업","서울 강남구 강남대로 656, 1층 무림에스피(주)",,,,2019년,
이유엔(주)-메디통,,중소기업,2022년 05월 03일,"전자상거래 소매업","경기 안산시 단원구 풍전로 (경기 안산시 단원구 원곡동)","3,061만원","7,153만원","5,252만원",2022년,
(주)에스제이듀코,업력 33년차,중견기업,1993년 8월 26일 설립,남녀용 겉옷 및 셔츠 도매업,서울 강남구 논현로149길 11,"2,906만원","6,505만원","4,825만원",1993년,
(주)한국마케팅미디어센터,,중소기업,2015년 06월 19일,"전자상거래 소매업","서울 금천구 가산디지털1로 (서울 금천구 가산동)",,,,2015년,
(주)미래이씨피,,중소기업,2016년 05월 18일,"전자상거래 소매업","서울 영등포구 경인로 (서울 영등포구 문래동3가)",,,,2016년,
(주)에이스파트너스서치펌,업력 8년차,중소기업,2018년 7월 30일 설립,고용 알선업,"서울 강남구 테헤란로8길 33, 5층",,,,2018년,
(주)라이프워시퍼,업력 9년차,중소기업,2017년 5월 26일 설립,경영 컨설팅업,"서울 관악구 남부순환로 1568, 7층 (신림동,관악정보통신빌딩)",,,,2017년,
(주)더오름,,중소기업,2018년 02월 01일,"기타 부동산 개발 및 공급업","경기 시흥시 서촌상가1길 (경기 시흥시 정왕2동)",,,,2018년,
주식회사콘치즈기획,업력 2년차,중소기업,2024년 1월 1일 설립,솔루션·SI·ERP·CRM,서울 구로구 디지털로 288 대륭포스트타워1차,,,,2024년,
(주)펠릭스랩,업력 7년차,중소기업,2019년 6월 25일 설립,그 외 기타 분류 안된 화학제품 제조업,"서울 성동구 광나루로6길 20, 201호","2,595만원","5,809만원","3,901만원",2019년,
(주)애드마이비지니스,업력 12년차,중소기업,2014년 8월 14일 설립,옥외 및 전시 광고업,"대전 유성구 봉명로 43, 5층","2,572만원","4,953만원","3,512만원",2014년,
주식회사오프온,,중소기업,2024년 11월 26일,화장품·뷰티,경기 부천시 원미구 부흥로303번길 36 금호 프라자 604호,,,,2024년,
(주)아이비알커머스,업력 7년차,중소기업,2019년 11월 27일 설립,광고 대행업,서울 강남구 강남대로136길 60,"2,594만원","5,999만원","4,041만원",2019년,
(주)구하다,업력 7년차,중소기업,2019년 3월 25일 설립,시스템 소프트웨어 개발 및 공급업,"경기 성남시 분당구 이매로 45, 507호","3,062만원","7,230만원","5,260만원",2019년,
(주)무빙트립,업력 8년차,중소기업,2018년 12월 5일 설립,여행사업,"광주 북구 첨단연신로91번길 14, 302호 (신용동,와이타워)","2,559만원","4,914만원","3,495만원",2018년,
(주)브로틴,업력 14년차,중소기업,2012년 3월 14일 설립,시스템 소프트웨어 개발 및 공급업,"부산 동구 중앙대로 270, 669호 (초량동,강남빌딩)","3,148만원","7,370만원","5,508만원",2012년,
(주)알엠지,업력 11년차,중소기업,2015년 12월 24일 설립,스크린 인쇄업,"경기 군포시 고산로148번길 17, A동 3002-1호 (당정동,군포아이티밸리)","2,941만원","6,098만원","4,871만원",2015년,
(주)지놈앤컴퍼니,업력 11년차,중소기업,2015년 9월 24일 설립,생물학적 제제 제조업,"경기 수원시 영통구 창룡대로256번길 50, 7층,8층",,,,2015년,
(주)파이헬스케어,,중소기업,2015년 06월 25일,"기타 가정용 전기기기 제조업","서울 관악구 남부순환로 (서울 관악구 봉천동)","2,815만원","5,887만원","4,235만원",2015년,
(주)라오가닉,,중소기업,2013년 10월 18일,"화장품 제조업","서울 강남구 테헤란로78길 (서울 강남구 대치동)",,,,2013년,
(주)정진바이오사이언스,업력 3년차,중소기업,2023년 1월 4일 설립,의학 및 약학 연구개발업,"서울 동대문구 회기로 117-3, 지역열린동 404-3호","3,679만원","7,212만원","6,059만원",2023년,
(주)이브자리,,중소기업,1981년 04월 29일,"커튼 및 침구용품 도매업","서울 강남구 영동대로114길 (서울 강남구 삼성동)",,,,1981년,
(주)편강한방피부과학연구소,업력 11년차,중소기업,2015년 10월 6일 설립,화장품 제조업,"대구 달성군 다사읍 달구벌대로174길 10-9, 4층","2,817만원","6,016만원","4,247만원",2015년,
(주)메이튼,업력 8년차,중소기업,2018년 9월 7일 설립,자동차 차체용 신품 부품 제조업,"인천 부평구 안남로 404, 4층",,,,2018년,
(주)리프이노베이션,,중소기업,2016년 12월 28일,"그 외 기타 생활용품 도매업","서울 구로구 디지털로26길 (서울 구로구 구로3동)","2,559만원","5,805만원","3,841만원",2016년,
인테그리스코리아(주),,중소기업,1995년 09월 16일,"그 외 기타 분류 안된 화학제품 제조업",경기 화성시 장안면 장안공단3길 (경기 화성시 장안면),"3,558만원","8,263만원","6,814만원",1995년,
더블어스,,중소기업,2013년 09월 24일,"도배, 실내장식 및 내장 목공사업","서울 강남구 강남대로152길 45, 4층 402호 (신사동,우림빌딩)",,,,2013년,
(주)글루가,,중견기업,1995년 09월 16일,"그 외 기타 분류 안된 화학제품 제조업","경기 화성시 장안면 장안공단3길 (경기 화성시 장안면)","3,242만원","6,963만원","5,633만원",1995년,
프리펀컴퍼니(주),업력 4년차,중소기업,2022년 7월 15일 설립,광고·홍보·전시,서울 강남구 테헤란로 423,"2,329만원","4,660만원","3,352만원",2022년,
(주)네이처포뮬러,업력 4년차,중소기업,2022년 12월 9일 설립,전자상거래 소매업,"인천 서구 청라커낼로260번길 7-9, 605호, 606호 (청라동,반안프라자2차)","3,062만원","5,920만원","4,730만원",2022년,
