기업명,기업공고,지원방법,직업 관련,지역,경력,학위,정규직 유무
(주)슬립노마드,[트리플하이엠 자회사] 슬리피캣 패션 디자이너·MD 채용,입사지원,"브랜드MD, 쇼핑몰, 섬유디자인, 의상디자인, 패브릭디자인",서울금천구,신입·경력,학력무관,정규직
(주)인티그레이션,[시리즈C 스타트업] CX 매니저 채용,입사지원,"상담원, 인바운드, CS, CX매니저, 고객관리",서울강남구,경력 3~5년,학력무관,정규직
(주)어반데이터랩,어반데이터랩 회계파트장 모집,입사지원,"전산회계, 관리회계, 기업회계, 법인세신고, 세무조정",서울종로구,경력10년↑,학력무관,정규직
(주)인티그레이션,[한의계 대표 스타트업] 상품 기획 MD 채용,입사지원,"기획MD, 브랜드MD, 온라인MD, 브랜드관리, 브랜드기획",서울강남구,경력3년↑,학력무관,정규직
(주)카본에너지,탄소포집(DAC/CCUS) 연구개발/전기화학 R&D 석박사 연구원 모집,입사지원,"연구원, R&D, 기술연구, 기후변화, 신소재",대전유성구,경력무관,석사↑,정규직
(주)몰림,비임상 DM STAT 분석 책임연구원(과장급),입사지원,"연구원, 임상DM, 임상STAT, R&D, 생명과학",경기성남시 분당구,경력무관,석사↑,정규직
(주)어반데이터랩,[어반유니온] 회계팀 매니저(7년이상) 채용,입사지원,"더존, 계산서발행, 내부감사, 부가세신고, 세무신고",서울종로구,경력7년↑,초대졸↑,정규직
(의)유투의료재단,[의료법인 유투의료재단] 영업관리팀 매출채권 관리자 모집,입사지원,"영업관리, 거래처관리, 유통영업, 임상병리, 의료기기",서울송파구,경력무관,대졸↑,정규직
(주)카본에너지,탄소포집(CCUS) 공정설계/장비제작 엔지니어 채용,입사지원,"R&D, 공정엔지니어, 기술엔지니어, 설계엔지니어, 공정설계",대전유성구,경력무관,대졸↑,정규직
(주)어반데이터랩,[어반유니온] 회계팀 매니저(3년이상) 채용,입사지원,"더존, 계산서발행, 내부감사, 부가세신고, 세무신고",서울종로구,경력3년↑,초대졸↑,정규직
한국환경안전관리(주),"온실가스 목표관리제, 온실가스 배출권거래제, ESG 컨설팅",입사지원,"R&D기획, 기후변화, ESG, 대기환경기사, 수질환경기사",서울성동구,경력3년↑,대졸↑,정규직·기간제
에이치엠하이브,[연구원] 생명과학 R&D 사무업무보조 신입·경력직 모,입사지원,"R&D, R&D기획, 고분자, 기후변화, 생명과학",부산사상구,경력 2~20년,고졸↑,정규직
(주)머큐리코퍼레이션 영등포지점,[상품관리] 국내온라인 AMD 담당자 채용,입사지원,"기획MD, 온라인MD, AMD, 결품관리, 상품관리",서울영등포구,신입·경력,초대졸↑,정규직
더블유에스오디올로지코리아(유),[외국계 의료기기] Sales Administrator 영업지원 경력 채용,홈페이지 지원,"영업지원, 매출관리, 기타제조업",서울용산구,경력 2~5년,대졸↑,정규직
(주)렉스트림,패션 편집샵 경영관리팀 영어 가능자 (재무/총무 부문) 채용,입사지원,"세무기장, 세무신고, 세무조정, 연결회계, 재무제표",서울성동구,경력,학력무관,정규직·계약직
동승,(주)동승 고객본부장 채용 공고,입사지원,"영업관리, 영업직, 영업마케팅, 영업전략, 쇼핑몰관리",서울종로구,경력,초대졸↑,정규직
(주)케이에스앤픽,AI 기반 영상제작 및 편집자 모집,입사지원,"영상디자이너, 촬영감독, AD(아트디렉터), 영상제작, 영상편집",서울강남구,경력2년↑,초대졸↑,정규직·계약직
한국지역산업연구원,농어촌 지역개발 지역역량강화 및 업무 보조원 구인,입사지원,"연구원, R&D, 기술연구, 브랜드확장, 상품기획",광주북구,경력무관,대졸↑,정규직
삼일회계법인,[삼일회계법인] 금융본부 Risk Specialist 채용,홈페이지 지원,"감사, 외부감사, 금융컨설팅, 회계, 리스크 관리",서울용산구,경력3년↑,대졸↑,정규직
(주)한스송우코리아,사무보조 인원 모집,입사지원,"검침원, 정비기사, A/S기사, 기계, 기계설비",경남김해시,신입·경력,학력무관,정규직
(주)피트릭스,[현대자동차 사내벤처 ㈜피트릭스] UX/UI 디자이너,입사지원,"그래픽디자인, 디지털디자인, 모바일디자인, 브랜드디자인, 시각디자인",서울강남구,경력 3~7년,대졸↑,정규직
법무법인(유)대륜변호사,[상시채용] 법무법인(유한) 대륜 기업영업팀 팀원 모집,입사지원,"자료조사, 전화응대, 기술영업, 영업관리, 영업지원",서울영등포구,경력1년↑,대졸↑,정규직
(사)넥스트,사단법인 넥스트 연구원 채용,홈페이지 지원,"연구원, 정책연구, 학술연구, 사단법인",서울강남구,경력무관,석사↑,정규직
(주)스너그스튜디오,[사라바] UIUX 서비스 기획,입사지원,"서비스기획, 앱기획, 웹기획, 전자상거래, 쇼핑몰",서울강남구,경력 3~10년,학력무관,정규직
(주)글로벌표준인증원,[글로벌표준인증원] 안티에이징랩 임상연구원 신입/경력 채용,입사지원,"연구원, 피부임상, 컨설팅",서울금천구,신입·경력,대졸↑,정규직
(주)렛유인에듀,[렛유인에듀] B2B 기업교육 담당자 모집,입사지원,"교육기획, 행사기획, 데이터분석, 교육운영, 교육컨텐츠개발",서울강남구,경력무관,대졸↑,정규직
(주)렛유인에듀,[렛유인에듀] 출판 도서 기획 & 편집 (1년 이상),입사지원,"교육기획, 출판기획, 교육컨텐츠개발, 교육컨텐츠기획, 기획",서울강남구,경력1년↑,대졸↑,정규직
(주)렛유인에듀,[렛유인에듀] 실감형 교육 콘텐츠 기획자 (XR/VR/AR) 모집,입사지원,"교육기획, 상품기획, 서비스기획, 데이터분석, 교육운영",서울강남구,경력무관,대졸↑,정규직
(주)아워코퍼레이션,[아워코퍼레이션]  미디어커머스 국내 MD 채용,입사지원,"기획MD, 브랜드MD, 영업MD, 오프라인MD, 온라인MD",서울강남구,경력1년↑,대졸↑,정규직
서울대학교 블루카본사업단,서울대학교 블루카본사업단 실험 보조 연구원 채용,입사지원,"연구원, 대학교",경기시흥시,경력무관,초대졸↑,계약직
(주)상현이엔씨,대기 환경측정업(시료 분석) 채용 공고,입사지원,"대기측정분석사, 환경측정분석사, 시료분석, 시료채취, 이화학시험",충북청주시 흥덕구,경력무관,학력무관,정규직
(주)하이브,[HYBE OSB] 사업전략/관리,홈페이지 지원,"사업관리, 연예기획사, 엔터테인먼트",서울용산구,경력 5~10년,대졸↑,정규직
주식회사 에스제이워터,유역관리 수질환경 계측분야 연구원 인력 채용,입사지원,"연구원, R&D, R&D기획, 기술연구, 시료채취",경남김해시,경력무관,초대졸↑,정규직
사단법인 주소기반산업협회,주소기반산업협회 국가사업 (도로명주소 공간정보)기획 사업관리,입사지원,"사업기획, 사업관리, RFP(제안요청서), 협회, 사단법인",서울금천구,경력3년↑,대졸↑,정규직·계약직
주식회사 티유게더,[TU치과] 전략기획팀 추가채용 (3년이상),입사지원,"경영기획, 전략기획, 경영분석, 데이터분석, 기획",서울서초구,경력3년↑,초대졸↑,정규직
사단법인 주소기반산업협회,주소기반산업협회 국가사업 (주소 공간정보 등)기획 사업관리,입사지원,"사업기획, 사업관리, RFP(제안요청서), 협회, 사단법인",서울금천구,경력3년↑,대졸↑,정규직·계약직
케이원,기술연구소 소프트웨어파트  전장배선파트 인재채용,입사지원,"로봇엔지니어, 연구원, CRM(임상연구전문가), R&D, R&D기획",인천부평구,신입,초대졸↑,정규직
(주)하이브,[HYBE] Risk Management (레이블),홈페이지 지원,"전략기획, 연예기획사, 엔터테인먼트",서울용산구,경력7년↑,대졸↑,정규직
더블루그라운드코리아(주),Real Estate Partnerships Manager 채용,입사지원,"부동산영업, 부동산투자, 공인중개사, 호텔",서울중구,경력3년↑,대졸↑,정규직
(주)유나이티드해운항공,[사무직] [서울] 해운항공 업무지원 경력 채용 공고,입사지원,"사무직, 총무, 사무보조, Excel, 경영지원",서울종로구,경력 2~5년,학력무관,정규직
에이치디씨리조트(주)파크로쉬,[HDC리조트 오크밸리] 판촉팀 신입 인재 채용,입사지원,"영업지원, 데이터분석, 실적관리, 자료조사, 리조트",강원원주시,신입·경력,학력무관,정규직
위드텍,[3차원측정] 3차원 측정 사원 모집 함.,입사지원,"품질검사원, 3차원측정, 포밍, 도면해독, 품질보증",대구북구,신입·경력,학력무관,정규직
(주)수산머티리얼즈,(주)수산 기술연구소 고분자 합성 연구원,입사지원,"연구원, 고분자, 기술연구, 유해화학물질, 기타제조업",경기평택시,경력 3~10년,대졸↑,정규직
올바른영양(주),건강식품 제조/유통 전문기업 올바른영양(주) 온라인MD 채용,입사지원,"영업MD, 기획MD, 브랜드MD, 온라인MD, 유통MD",서울송파구,경력3년↑,학력무관,정규직
올바른영양(주),"건강식품 제조/유통 전문기업 올바른영양(주) AMD,운영지원 채용",입사지원,"경영지원, 영업MD, 기획MD, 브랜드MD, 온라인MD",서울송파구,경력무관,학력무관,정규직
고려홍삼원(주),[식품연구] 연구개발 연구원 모집,입사지원,"연구원, 기술연구, 메뉴개발, 분자진단, 생명과학",인천강화군,경력2년↑,대졸↑,정규직
올바른영양(주),건강식품 제조/유통 전문기업 올바른영양(주) 건강식품 원료소싱,입사지원,"구매관리, 구매대행/소싱, 외자구매, 자재구매, ERP",서울송파구,경력3년↑,학력무관,정규직
젠지이스포츠글로벌아카데미(유),[젠지글로벌아카데미] 세일즈 인턴 / Sales Intern,홈페이지 지원,"학원영업, 학습상담, 고객관리, 교육상담, 방문상담",서울강남구,경력무관,학력무관,인턴직
진솔,"[경영지원,경영컨설팅]연구원(사무직)채용 신입 및 경력 무관",입사지원,"경영기획, 경영컨설팅, 경영관리, 경영연구소",서울금천구,경력무관,초대졸↑,정규직·무기계약직
서울대학교 생명공학공동연구원,서울대학교 생명공학공동연구원 기간제직원 채용(기획부문),입사지원,"교육운영, 대학교, 교육기관, 대학교",서울관악구,경력무관,석사↑,기간제·계약직
(주)에이아이클라우드,인공지능 신약개발 바이오 연구원 채용(신입/경력),입사지원,"연구원, 화학, 약학, 의약·제약, 바이오",경북포항시 북구,경력무관,대졸↑,정규직
성우엔지니어링,무인항공기(드론) 설계 및 연구개발 경력연구원 구인,입사지원,"로봇엔지니어, 연구원, R&D, R&D기획, 기술연구",충북청주시 흥덕구,경력,대졸↑,계약직
이도클럽디해운대(주),클럽디 오아시스  워터파크 마케팅 팀원 채용,입사지원,"리조트, 에스테틱/스파, 워터파크, 레저, 수영장",부산해운대구,경력,학력무관,정규직
(주)잡앤피플코리아,[을지로3가] 유명 쥬얼리브랜드 Retail Operations Consultant,입사지원,"문서작성, 비품관리, 사내행사, 사무보조, Excel",서울중구,경력무관,대졸↑,계약직·파견직
소노바코리아(유),보청기 조립 (Assembly specialist),입사지원,"생산관리, 생산설계, 전기설계, 전기제어, 전기용접",서울성동구,경력3년↑,초대졸↑,정규직
(주)커넥트비,"온라인 쇼핑몰/ CS,고객응대",입사지원,"수/발주, 정산관리, CS, 게시판관리, 고객관리",서울구로구,신입·경력,고졸↑,정규직
(주)커넥트비,이커머스 MD (경력1년이상),입사지원,"쇼핑몰관리, 수/발주, 정산관리, AMD, 상품관리",서울구로구,신입·경력,고졸↑,정규직
(주)에스이비피,수석 컨설턴트(PM),입사지원,"HR컨설팅, HRD, 교육기획, 컨설턴트, 경영컨설팅",서울영등포구,경력 7~10년,박사,계약직
(주)헬로에이티투,"[MD] K-POP 커머스,앨범 이벤트 운영",입사지원,"브랜드MD, 슈퍼바이저, 오프라인MD, 온라인MD, 유통MD",서울강남구,경력 1~3년,초대졸↑,정규직
(주)키로,[플랫화이트] 웹디자이너 팀원 모집,입사지원,"배너디자인, 브랜드디자인, 섬유디자인, 웹디자인, 콘텐츠디자인",부산부산진구,경력3년↑,학력무관,정규직
(주)넥스트플레이어,[넥스트플레이어] 온라인MD(경력) 정규직 채용,입사지원,"기획MD, 브랜드MD, 영업MD, 온라인MD, 유통MD",서울성동구,경력 5~12년,초대졸↑,정규직
(주)바이오코즈글로벌코리아,R&D 선임 연구원 모집,입사지원,"세포배양, 제약/바이오, 화장품, 바이오, 생명공학",서울금천구,경력5년↑,석사↑,정규직
(주)엔도비전,의료기기 인허가 모집 RA (경력우대),입사지원,"RA, 연구원, 임상PM, R&D, R&D기획",대구동구,신입·경력,초대졸↑,정규직
한반도미래인구연구원,[연구원] 인구연구센터 연구위원 및 연구원 채용 공고,홈페이지 지원,"연구원, R&D, R&D기획, 연구원",서울강남구,경력,석사↑,정규직
(주)보아스환경기술,대기환경 측정팀 함께하실 분 모집합니다.,입사지원,"환경측정분석사, 대기환경기사, 대기측정분석, 환경, 대기환경",울산남구,경력무관,학력무관,정규직·계약직
